Wall time,Step,Value
1720090861.9036415,0,0.805539608001709
1720092611.506648,1,0.810941219329834
1720094365.348995,2,0.7506542205810547
1720096115.8984365,3,0.9085581302642822
1720097861.6923847,4,0.9266188144683838
1720099609.9896681,5,0.9346729516983032
1720101356.409824,6,0.9441117644309998
1720103098.8287938,7,0.9441117644309998
1720104840.9271204,8,0.9441117644309998
1720106582.0728858,9,0.9441117644309998

