Wall time,Step,Value
1720090861.9139576,0,0.3985939621925354
1720092611.507141,1,0.7042323350906372
1720094365.349562,2,0.9981536865234375
1720096115.8989487,3,0.8586848378181458
1720097861.6927872,4,0.8160062432289124
1720099609.9903946,5,0.7762391567230225
1720101356.4102569,6,0.7053685784339905
1720103098.8292398,7,0.7053685784339905
1720104840.927575,8,0.7053685784339905
1720106582.0733314,9,0.7053685784339905

