Wall time,Step,Value
1720090861.9237623,0,0.4122292697429657
1720092611.5075483,1,0.43447133898735046
1720094365.3499498,2,0.05285455286502838
1720096115.8993795,3,0.6908320188522339
1720097861.6931543,4,0.6896552443504333
1720099609.9909246,5,0.6733961701393127
1720101356.4106562,6,0.6400728821754456
1720103098.8295863,7,0.6400728821754456
1720104840.9279563,8,0.6400728821754456
1720106582.0737183,9,0.6400728821754456

