Wall time,Step,Value
1717348806.0835438,0,0.8085141181945801
1717350500.7431674,1,0.8277116417884827
1717352195.8777938,2,0.7341276407241821
1717353882.5644817,3,0.8279014229774475
1717355574.015506,4,0.8279014229774475
1717357272.627519,5,0.8279014229774475
1717358971.4099102,6,0.8279014229774475
1717360664.3146186,7,0.8279014229774475
1717362357.5384343,8,0.8279014229774475
1717364047.3450232,9,0.8279014229774475


