Wall time,Step,Value
1717514928.8379085,0,0.44945037364959717
1717519898.1816635,1,0.629070520401001
1717524854.3890622,2,0.629070520401001
1717529816.1893592,3,0.629070520401001
1717534776.080972,4,0.629070520401001
1717539729.3988094,5,0.629070520401001
1717544692.3573227,6,0.629070520401001
1717549646.1395795,7,0.629070520401001
1717554590.316533,8,0.629070520401001
1717559530.4963286,9,0.629070520401001
