Wall time,Step,Value
1717514928.8313403,0,0.7848928570747375
1717519898.1813085,1,0.6863564848899841
1717524854.388749,2,0.6863564848899841
1717529816.1890376,3,0.6863564848899841
1717534776.0805762,4,0.6863564848899841
1717539729.3984208,5,0.6863564848899841
1717544692.3569653,6,0.6863564848899841
1717549646.1391916,7,0.6863564848899841
1717554590.316127,8,0.6863564848899841
1717559530.495944,9,0.6863564848899841
